timestamp_ns,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,activity
422941047888951,-2.8603203,4.5652065,8.278867,-0.0,0.2708355,0.32489607,2.6474,24.0584,-31.9518,sitting
422941067888951,-2.8220353,4.2538404,8.885149,0.07030538,0.3027925,0.35898352,3.5135999,23.668,-32.513,sitting
422941087888951,-1.5044873,4.016652,8.964112,0.430221,0.42103335,0.58574504,4.1114,22.5212,-32.7936,sitting
422941107888951,-1.0612168,4.158128,8.995218,0.7613753,0.46577314,0.9532504,4.6116,21.9478,-32.8424,sitting
422941127888951,-2.0602202,4.488636,9.268299,0.8295502,0.48494732,1.1139674,5.0141997,21.5208,-33.0498,sitting
422941147888951,-2.6398816,4.577171,9.299406,0.7379402,0.7022549,0.9884031,5.49,21.2524,-33.062,sitting
422941167888951,-2.0697916,4.1557345,8.535198,0.60598445,1.0440615,0.7210296,5.6974,21.0816,-33.0864,sitting
422941187888951,-1.032503,3.8706896,7.7590265,0.5878755,1.2379339,0.5015916,5.7218,21.032799,-33.0498,sitting
422941207888951,-0.45044887,3.8276188,7.440482,0.67415935,1.0312787,0.430221,6.1488,20.6912,-33.1474,sitting
422941227888951,-0.60598236,3.7387853,7.926823,0.5676361,0.39653298,0.4078511,6.4782,20.374,-33.062,sitting
422941247888951,-1.3941183,3.757928,8.844471,-0.20558998,-1.3553759,0.047935486,6.8441997,20.4228,-32.952198,sitting
422941267888951,-1.8589242,3.9281175,8.662317,-0.52502674,-0.60665023,-0.15978496,7.2468,20.215399,-32.8546,sitting
422941287888951,-1.3031911,4.2011986,8.870791,-0.22050324,0.46577314,-0.17150252,7.625,20.410599,-32.488598,sitting
422941307888951,-1.1593226,4.658826,8.322237,0.17776076,0.73620915,-0.043674555,8.1374,20.8498,-32.1714,sitting
422941327888951,-0.9774681,4.6492543,7.9818583,0.2789579,1.0227568,0.19706811,8.7962,21.2524,-31.781,sitting
422941347888951,-2.1966112,6.122336,10.633704,0.119172946,1.727808,0.2481993,9.6868,21.5818,-31.4272,sitting
422941367888951,-3.0014968,6.256633,10.679168,-0.21517707,1.8162223,0.026630826,10.6384,21.8258,-31.0002,sitting
422941387888951,-2.199004,5.006084,8.123334,-0.5974626,1.4380646,-0.18002439,11.5412,22.1674,-30.5488,sitting
422941407888951,-1.032503,4.282554,6.8967133,-0.74126905,1.0824099,-0.12782796,12.3952,22.545599,-30.133999,sitting
422941427888951,-2.2181466,4.555635,7.138687,-0.6283543,0.7916013,0.17895915,13.2126,22.9116,-29.8168,sitting
422941447888951,-4.6088758,5.6527443,7.8406816,-0.37496203,0.58294874,0.53567904,14.0543995,23.131199,-29.5362,sitting
422941467888951,-5.365905,6.129514,8.458628,-0.09161004,0.56590503,0.7199644,14.6765995,22.9604,-29.219,sitting
422941487888951,-4.141677,5.348557,9.031111,0.07776201,0.67988497,0.69439876,15.323199,22.8262,-29.048199,sitting
422941507888951,-2.9679973,4.2705903,9.1510515,0.05965305,0.69799393,0.61663675,15.9332,22.350399,-29.1702,sitting
422941527888951,-2.8316064,3.6287155,8.487342,-0.098001435,0.6117101,0.55485326,16.2992,21.8258,-29.3288,sitting
422941547888951,-3.9215372,3.5473595,8.137691,-0.13421936,0.51051295,0.56870127,16.4944,21.3988,-29.6094,sitting
422941567888951,-4.584947,4.2107697,8.075478,0.10319445,0.10692277,0.5335486,16.531,20.8864,-29.9266,sitting
422941587888951,-4.28076,4.9462633,8.5423765,0.42169914,-0.83674055,0.329157,16.3724,20.7034,-30.2072,sitting
422941607888951,-3.1549366,5.209773,9.740284,0.5367443,-1.5684224,0.19493765,15.9942,20.2642,-30.6586,sitting
422941627888951,-1.9498514,4.955835,10.0061865,0.090411656,-1.0252868,0.19600287,15.4939995,20.1056,-31.293,sitting
422941647888951,-2.1224337,4.912764,8.63121,-0.025565593,-0.8548495,0.22369893,14.7254,19.9104,-31.8786,sitting
422941667888951,-3.351447,4.7976093,5.4523454,0.090411656,-1.3798763,0.08841434,13.822599,20.1422,-32.1958,sitting
422941687888951,-3.011068,4.7712884,7.0549383,0.13941237,-1.5172913,-0.32902384,13.0784,20.374,-32.7448,sitting
422941707888951,-2.0315065,4.9606204,9.08136,-0.15232833,-1.2563092,-0.40252492,12.3708,20.447199,-33.2328,sitting
422941727888951,-1.0851451,4.6085763,9.270692,-0.40052763,-1.5279436,0.002130466,11.712,20.4228,-33.659798,sitting
422941747888951,-1.6935202,4.1724844,7.804789,-0.37709248,-1.6184884,0.41743818,11.163,20.4716,-34.038,sitting
422941767888951,-3.2410784,4.150949,8.904291,-0.01065233,-1.1167637,0.5047873,10.7238,20.642399,-34.343,sitting
422941787888951,-3.121437,4.5819564,9.654142,0.32263246,-0.26058263,0.31743944,10.37,20.642399,-34.586998,sitting
422941807888951,-1.1282159,5.1403813,9.752248,0.27789268,0.16644266,0.029826526,10.1382,20.6668,-34.8432,sitting
422941827888951,0.22761725,4.8191447,8.935398,-0.02130466,0.07603101,-0.15658925,9.9552,20.4716,-35.1726,sitting
422941847888951,0.75942206,4.217948,7.6752777,-0.20452474,-0.362845,-0.15126309,9.6868,20.483799,-35.258,sitting
422941867888951,0.30897322,3.8970108,7.145866,-0.054326884,-0.63434625,-0.05965305,9.333,20.435,-35.4044,sitting
422941887888951,-0.68524456,4.074379,8.185547,0.19160879,-0.573628,-0.14806738,8.9304,20.435,-35.599598,sitting
422941907888951,-1.2529417,4.2011986,9.577272,0.25871846,-0.5672366,-0.5122439,8.4668,20.2642,-35.868,sitting
422941927888951,-0.4648058,3.9376888,9.692428,0.27150127,-0.64393336,-0.87215954,7.9544,19.947,-36.1974,sitting
422941947888951,0.814457,3.611966,8.8034935,0.39719877,-0.7035864,-0.8157022,7.2956,19.5322,-36.6244,sitting
422941967888951,1.5523437,3.85394,8.348558,0.6240934,-0.59280217,-0.681616,6.6489997,19.044199,-36.9416,sitting
422941987888951,-0.39750767,5.044369,9.241979,0.7848104,-0.4629769,-0.7167687,5.9536,18.580599,-37.271,sitting
