charCount,fieldId,interKeyMs,isDelete,timestamp
14,text_q6,133,false,1776363200129
15,text_q6,82,false,1776363200211
15,text_q6,220,false,1776363200431
16,text_q6,165,false,1776363200596
17,text_q6,115,false,1776363200711
18,text_q6,219,false,1776363200930
19,text_q6,150,false,1776363201080
19,text_q6,183,false,1776363201263
20,text_q6,201,false,1776363201464
21,text_q6,132,false,1776363201596
22,text_q6,250,false,1776363201846
23,text_q6,166,false,1776363202012
24,text_q6,264,false,1776363202276
25,text_q6,235,false,1776363202511
26,text_q6,183,false,1776363202694
27,text_q6,234,false,1776363202928
27,text_q6,130,false,1776363203058
27,text_q6,219,false,1776363203277
28,text_q6,99,false,1776363203376
29,text_q6,250,false,1776363203626
30,text_q6,217,false,1776363203843
31,text_q6,152,false,1776363203995
31,text_q6,62,false,1776363204057
32,text_q6,269,false,1776363204326
1,text_q7,0,false,1776363207554
2,text_q7,148,false,1776363207702
2,text_q7,267,false,1776363207969
3,text_q7,217,false,1776363208186
4,text_q7,332,false,1776363208518
5,text_q7,284,false,1776363208802
6,text_q7,200,false,1776363209002
7,text_q7,201,false,1776363209203
8,text_q7,217,false,1776363209420
9,text_q7,647,false,1776363210067
10,text_q7,200,false,1776363210267
9,text_q7,581,true,1776363210848
8,text_q7,216,true,1776363211064
7,text_q7,183,true,1776363211247
6,text_q7,366,true,1776363211613
7,text_q7,701,false,1776363212314
