charCount,fieldId,interKeyMs,isDelete,timestamp
3,text_q7,133,false,1776442471055
3,text_q7,85,false,1776442471140
4,text_q7,3,false,1776442471143
5,text_q7,288,false,1776442471431
6,text_q7,199,false,1776442471630
7,text_q7,154,false,1776442471784
7,text_q7,127,false,1776442471911
8,text_q7,108,false,1776442472019
9,text_q7,76,false,1776442472095
16,text_q3,27466,true,1776442475419
16,text_q3,25,false,1776442475444
15,text_q3,144,false,1776442475588
14,text_q3,134,false,1776442475722
15,text_q3,833,false,1776442476555
16,text_q3,1081,false,1776442477636
16,text_q3,149,false,1776442477785
15,text_q3,25649,true,1776442503434
15,text_q3,23,false,1776442503457
16,text_q3,129,false,1776442503586
