timestamp_ns,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,activity
4493173216783,-0.1794617,1.4596218,9.769895,4.581486E-4,-0.0025961753,-0.0,-49.593754,-114.93751,-143.70001,walking
4493193216783,-0.17228323,1.4739788,9.781859,-0.0,-0.0013744457,9.162972E-4,-49.36875,-112.03126,-142.35,walking
4493213216783,-0.1794617,1.4620147,9.760324,-3.054324E-4,0.0010690134,9.162972E-4,-51.937504,-115.05,-141.13126,walking
4493233216783,-0.1794617,1.4763715,9.801002,-7.6358096E-4,0.0010690134,4.581486E-4,-51.037502,-114.975006,-141.1125,walking
4493253216783,-0.16271193,1.4596218,9.74836,4.581486E-4,6.108648E-4,1.527162E-4,-51.506252,-112.912506,-140.96251,walking
4493273216783,-0.16031912,1.4668003,9.784252,-3.054324E-4,-4.581486E-4,-3.054324E-4,-52.331253,-116.25001,-140.13751,walking
4493293216783,-0.15074782,1.4524434,9.717253,-0.0,0.0,-4.581486E-4,-52.2,-116.64375,-143.64375,walking
4493313216783,-0.15314065,1.4763715,9.812965,-0.0,0.0,-0.0,-51.35625,-115.012505,-141.58125,walking
4493333216783,-0.1794617,1.4787644,9.74836,-9.162972E-4,3.054324E-4,-3.054324E-4,-52.406254,-115.70625,-141.71251,walking
4493353216783,-0.1698904,1.4739788,9.815358,7.6358096E-4,0.0010690134,-0.0,-51.506252,-115.8,-142.6125,walking
4493373216783,-0.17706887,1.4859428,9.722038,4.581486E-4,-9.162972E-4,-3.054324E-4,-50.287502,-112.293755,-144.05626,walking
4493393216783,-0.18903299,1.4524434,9.805787,-7.6358096E-4,0.0,-0.0,-52.237503,-115.9875,-141.69376,walking
4493413216783,-0.18664017,1.4668003,9.755538,-3.054324E-4,-1.527162E-4,-4.581486E-4,-49.143753,-113.25001,-143.49376,walking
4493433216783,-0.17706887,1.4548361,9.803394,-4.581486E-4,-1.527162E-4,-3.054324E-4,-51.506252,-115.18125,-142.03125,walking
4493453216783,-0.16271193,1.4596218,9.767502,-4.581486E-4,6.108648E-4,1.527162E-4,-53.193752,-116.2125,-141.54376,walking
4493473216783,-0.14117654,1.4476577,9.777073,3.054324E-4,6.108648E-4,-3.054324E-4,-52.125004,-114.131256,-139.66876,walking
4493493216783,-0.16510476,1.4500505,9.762716,3.054324E-4,-4.581486E-4,1.527162E-4,-55.406254,-113.45625,-138.4125,walking
4493513216783,-0.16271193,1.4596218,9.772287,-3.054324E-4,0.0,-0.0,-49.36875,-115.51875,-144.1125,walking
4493533216783,-0.16271193,1.4883357,9.789038,-0.0,6.108648E-4,-0.0,-51.61875,-113.11875,-142.48126,walking
4493553216783,-0.18664017,1.4787644,9.767502,-7.6358096E-4,-1.527162E-4,-3.054324E-4,-52.818752,-114.975006,-141.31876,walking
