timestamp_ns,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,activity
777048070981725,-0.8147561,4.6301117,7.8317084,0.320704,-0.10797035,0.010079269,-8.493751,-36.768753,9.825001,sitting
777048090981725,-0.8362915,5.002196,7.088737,-0.0876591,-0.08689552,0.03970621,-4.125,-33.6375,11.868751,sitting
777048110981725,-0.8219346,5.3766723,7.322037,-0.30421066,-0.037110034,0.027794348,-3.1125002,-35.850002,10.70625,sitting
777048130981725,-0.76331043,5.221139,7.9334035,-0.29290965,0.031001387,0.010079269,0.5625,-34.068752,7.51875,sitting
777048150981725,-0.80757767,4.9316072,8.094919,-0.17470732,0.062155493,0.010079269,-6.80625,-32.53125,9.056251,sitting
777048170981725,-0.67118675,4.9674997,8.114061,-0.07391464,0.054519683,-0.0018325944,-1.3125,-35.831253,6.7312503,sitting
777048190981725,-0.7645068,5.089534,8.023134,-0.05864302,4.581486E-4,-0.0036651888,-3.5062501,-33.43125,11.400001,sitting
777048210981725,-0.8913264,5.0823555,8.239685,-0.045509428,0.020922119,0.014966187,-1.9875001,-35.68125,7.05,sitting
777048230981725,-0.86979103,5.0009995,8.677571,0.041233372,0.09575305,0.03329213,-2.04375,-35.943752,6.7312503,sitting
777048250981725,-0.80997044,4.981857,9.081959,0.18692462,0.18066326,0.050396346,-9.243751,-35.1375,13.087501,sitting
777048270981725,-0.77647096,5.150551,9.135797,0.32253662,0.229227,0.046731155,-9.1875,-33.881252,9.1875,sitting
777048290981725,-0.95473623,5.191229,8.717052,0.38209593,0.22281294,0.05131264,-9.1125,-36.61875,13.500001,sitting
777048310981725,-1.012164,5.119444,8.5016985,0.40255988,0.25885394,0.062613636,-7.2562504,-36.7125,11.793751,sitting
777048330981725,-0.99900347,5.209175,8.356933,0.37384924,0.2930624,0.04734202,-6.4875,-36.46875,10.875,sitting
777048350981725,-1.0444671,5.328816,7.786245,0.22846343,0.23991714,0.016187917,-1.9125,-33.5625,8.64375,sitting
777048370981725,-1.2023934,5.440082,7.314859,0.049174614,0.13026692,-0.0070249448,-1.1437501,-34.6875,8.887501,sitting
777048390981725,-1.2705889,5.483153,7.4907312,-0.03848448,0.08964441,-0.030237807,-6.7312503,-34.0125,11.587501,sitting
777048410981725,-1.1389836,5.4185467,7.9884386,-0.018631376,0.11804962,-0.04856375,-10.200001,-37.7625,14.38125,sitting
777048430981725,-1.1700903,5.3156557,8.189436,0.02535089,0.13301581,-0.044898562,-1.2750001,-33.225002,8.34375,sitting
777048450981725,-1.2717853,5.3718867,8.002795,0.03573559,0.07864884,-0.06139191,-9.84375,-33.112503,13.181251,sitting
777048470981725,-1.3040884,5.5513487,7.920243,0.009468404,0.0074830935,-0.0858265,-14.981251,-36.225002,13.593751,sitting
777048490981725,-1.3986049,5.395815,7.984849,-0.027183482,-0.02367101,-0.066889696,-2.775,-33.80625,7.425,sitting
777048510981725,-1.4153546,5.2977095,8.145168,-0.0537561,-0.017867794,-0.04978548,-8.493751,-33.16875,14.981251,sitting
777048530981725,-1.3220345,5.406583,8.190632,-0.068722285,-0.01847866,-0.049174614,-6.9375005,-36.28125,8.45625,sitting
777048550981725,-1.3591232,5.410172,8.154739,-0.07238748,-0.017562363,-0.040317077,-4.0687504,-33.6375,9.731251,sitting
777048570981725,-1.3591232,5.3359947,8.179864,-0.06811142,-0.02367101,-0.040317077,-5.7937503,-35.11875,10.6125,sitting
777048590981725,-1.410569,5.322834,8.051848,-0.091629714,-0.050854493,-0.03604102,-3.825,-33.7125,10.63125,sitting
